review_date,handle,helpfulness_rating,review,sentiment,cleaned_text
"February 18, 2019",Kayla,,Great but hard to clean,positive,great hard clean
"February 15, 2015",John Countryman,,"It's a pretty reliable product, and I'm glad I got it.  Some of the parts/covers don't fit well in their intended places, such as the cover over the water reservoir and the steel drain plate at the base. It's user friendly otherwise and perfect for those of us who prefer not to have a carafe.",positive,pretty reliable product glad get part cover fit well intended place cover water reservoir steel drain plate base user friendly otherwise perfect u prefer carafe
"June 12, 2019",Chrystalee Begody,,Needed to replace our old coffee maker and this was absolutely what we needed,positive,need replace old coffee maker absolutely need
"June 18, 2019",Michelle Mcdaniel,,Great coffee maker. Easy to use and clean,positive,great coffee maker easy use clean
"December 4, 2014",WVU_93,,"Have been a big fan of this product for years, 3rd one and definitely not the last.  Seller was very good about getting the order out right away and was actually a day or two ahead of the scheduled delivery date.  Would definitely use this seller for purchase again.",positive,big fan product year 3rd one definitely last seller good get order right away actually day two ahead scheduled delivery date would definitely use seller purchase
"November 26, 2015",Gordie,One,The maker has nice features. It brews coffee at 170 f. I live in Colorado at 6000 ft. above sea level and water doesn't get as hot as sea level. So 170 is pretty good for a cheap maker. At $35 this is a great deal.,positive,maker nice feature brew coffee 170 live colorado 6000 ft sea level water get hot sea level 170 pretty good cheap maker 35 great deal
"April 13, 2016",Lu,,"This works as expected, I use it everyday! I do put in 2 scoops per one cup of water to get the strength I like though, that might be different for everyone.",positive,work expect use everyday put scoop per one cup water get strength like though might different everyone
"December 26, 2020",Jallan55,,Best coffee maker I ever owned!,positive,best coffee maker ever own
"October 18, 2017",Mary Adkins-Mattthews,,better than a Kurig if you want more than one cup,positive,good kurig want one cup
"June 22, 2021",Amazon Customer,,"Love love this coffee maker!  So easy to use, the dispenser is effortless and convenient! Will never go back to a glass carafe or a Kuerig again!",positive,love love coffee maker easy use dispenser effortless convenient never go back glass carafe kuerig
"November 16, 2014",Gloria Hickman,,This is great.  My husband is physically impaired and can't hold a carafe on a regular coffeemaker.  But he can use this one because he just has to push his cup against it and  get his own coffee.  We love the convenience of it.,positive,great husband physically impaired hold carafe regular coffeemaker use one push cup get coffee love convenience
"October 18, 2017",Herta Z. Dane,,"Best coffee maker ever, we LOVE it, it does not drip AT ALL!",positive,best coffee maker ever love drip
"March 4, 2010",Bikerchick,,"Having a ""HOT"" cup of coffee each and every time is wonderful!  So much so that the cons are not a BIG hassle to me.  Cons: Unless you tap the top before opening it after brewing, it drips on counter.  And if you use a THICK lip coffee mug, the pour spout it not out far enough. If these changes were made this coffee maker would be a 5 plus star!!!",positive,hot cup coffee every time wonderful much con big hassle con unless tap top open brew drip counter use thick lip coffee mug pour spout far enough change make coffee maker would plus star
"March 30, 2013",JimmyP79,,"I would've given this product 5 stars but there are some things I don't like about it. 1) You have to disassemble the entire top portion to fill it with water. 2) Because it has so many parts to it, the brewer seems flimsy if you slide it on the counter.. 3) I don't mind this at all but some of you might. The clock does not keep time, but the 3 other clocks in my kitchen do so it's not a huge problem. But if you don't have a clock in the kitchen and you want a brewer that keeps time as well, this isn't right for you. So far I am happy with my purchase.",positive,would give product star thing like disassemble entire top portion fill water many part brewer seem flimsy slide counter mind might clock keep time clock kitchen huge problem clock kitchen want brewer keeps time well right far happy purchase
"October 1, 2019",Amazon Customer,,"Needs to be against a wall... Mine is on a kitchen island and I have to hold it, so I don't push it off the counter.",positive,need wall mine kitchen island hold push counter
"November 11, 2019",Darrell Neal,,Makes great coffee and is fast,positive,make great coffee fast
"January 31, 2020",joyce,,second 1 i owned coffee is great never burnt  taste ready when i get up would buy another,positive,second own coffee great never burn taste ready get would buy another
"August 26, 2013",M. C. Stan,,"My hubby and I have used Mr. Coffee machines and we drink 12 cups a day. Switching to this machine was an unexpected pleasure. We love the dispenser with all different size cups, including giant cups. It is much easier to maintain than a carafe. I will never go back to the carafe way...",positive,hubby use mr coffee machine drink 12 cup day switch machine unexpected pleasure love dispenser different size cup include giant cup much easy maintain carafe never go back carafe way
"September 26, 2019",Amazon Customer,,I love this product this is the third pot like this that I’ve had. I hope they don’t discontinue it. Don’t have to worry about a carafe breaking,positive,love product third pot like hope discontinue worry carafe breaking
"November 19, 2015",Sarah Rausch,One,"This is a replacement coffee maker since our other one was breaking (about 3 years old).  We absolutely love it.  I tend to be clumsy when I don't have my coffee, this makes it easy since I can't break a carafe.  It is easy to program so when I need to get up in the morning to get my oldest to kindergarten after a long night of cluster nursing my baby and negotiating with another tiny human as to why things are the way they are... well it gives me a little happiness in my cup!",positive,replacement coffee maker since one break year old absolutely love tend clumsy coffee make easy since break carafe easy program need get morning get old kindergarten long night cluster nursing baby negotiate another tiny human thing way well give little happiness cup
"September 17, 2019",Digital Magic,,Works great. Brews fast with excellent flavor. Hope it lasts longer than others but when it dies I'll buy another.,positive,work great brew fast excellent flavor hope last long others die buy another
"November 13, 2015",NanC,One,This is my second one.  Really good brewer and does not cook the coffee.  I'll keep buying them as long as they make them.  I can't go for the one cup coffee makers until they come up with one that does not use pods.,positive,second one really good brewer cook coffee keep buy long make go one cup coffee maker come one use pod
"January 5, 2014",Ani,,"I bought this as a Christmas gift for my dad last year. He loves it so much that he got one for my sister this Christmas. It's easy to use and convenient if you drink a little coffee or a whole pot. If there is any complaint, it would be that the dispenser seems to be a bit clogged causing the stream of coffee to be slower than when it was first bought. Keurigs are great but not convenient for someone like my dad and sister who will drink a few cups of coffee early in the day instead of spread over the course of hours.",positive,bought christmas gift dad last year love much get one sister christmas easy use convenient drink little coffee whole pot complaint would dispenser seem bit clogged cause stream coffee slow first bought keurigs great convenient someone like dad sister drink cup coffee early day instead spread course hour
"September 9, 2015",Amazon Customer,,"We bought this to replace a broken one.  Really like not having to deal with a coffee container - dispenses directly to cup.  Keeps coffee hot and can be adjusted for brew strengths, automatic start, etc.",positive,buy replace broken one really like deal coffee container dispense directly cup keep coffee hot adjust brew strength automatic start etc
"March 29, 2019",PoppaRick,,"This is actually our second brew station since I broke the first one.  Coffee is always brewed the way you prefer, cleans easy.",positive,actually second brew station since break first one coffee always brew way prefer clean easy
"February 4, 2020",Mervat,,great for party hosting and a coffee bar,positive,great party hosting coffee bar
"September 10, 2016",Diane K,One,I like it but prefer the older model with the tank on the side.,positive,like prefer old model tank side
"October 12, 2019",Amazon Customer,,With the side container for water I no longer make a mess pouring water into the machine,positive,side container water longer make mess pour water machine
"January 16, 2017",MistyTownsley,,Exactly what I was looking for! Tip: when removing it from that packaging be careful. The hinged lid is on top of the water tank which separates from the main base.,positive,exactly look tip remove package careful hinged lid top water tank separate main base
"August 8, 2020",truman guynn,,"for some reason the coffee valve does not work right, and coffee leaks under the pot. tried replacing the tank, still leaks.",positive,reason coffee valve work right coffee leak pot try replace tank still leak
"April 30, 2017",Carrie,,We LOVE this coffee maker. It is so convenient and easy to use. It makes great coffee too,positive,love coffee maker convenient easy use make great coffee
"February 8, 2014",ORDRn,One,"We haven't had it long, but it works well.  It's easy to use.  I like that I can make enough coffee at once for everyone.  We can all sit and drink our coffee and visit.  Being able to fill one cup at a time gives us choices. The only thing that bothers me is that the water holder doesn't sit flush against the coffeepot.  It's just one of those annoying looking things.  I've examined it every way, and it just doesn't sit straight up and down.  You can even see it on the picture, but I guess I missed it.  For the price I think it should fit right.",positive,long work well easy use like make enough coffee everyone sit drink coffee visit able fill one cup time give u choices thing bother water holder sit flush coffeepot one annoy look thing examine every way sit straight even see picture guess miss price think fit right
"September 16, 2017",Adam,,Still works great almost a year later.  Highly recommend.,positive,still work great almost year later highly recommend
"December 26, 2016",BCD,One,Excellent quality & price.....Excellent quality & price......Excellent quality & price.......Excellent quality & price.....great product design too!!!!,positive,excellent quality price excellent quality price excellent quality price excellent quality price great product design
"March 11, 2016",RC,,"LOVE THIS COFFEE POT!!!! I can't say it enough! It is just perfect. I don't care for single serve machines. I do not like water sitting in a reservoir... And this brilliant coffee maker makes a full pot of coffee but no ""pot"" to clean, forget anout and burn... And I get compliments from everyone who sees it!!! 5 star without a doubt. I'd give higher of I could! 👍🏻",positive,love coffee pot say enough perfect care single serve machine like water sit reservoir brilliant coffee maker make full pot coffee pot clean forget anout burn get compliment everyone see star without doubt give high could
"May 11, 2013",R E Gunn,One,"My local drive-thru coffee stand closed and I didn't like the alternatives. So I was looking for a programmable, easy-to-use coffee maker that would make a small amount. Bingo! I now set it up the night before and have fresh, hot coffee when I'm ready to head out the door in the morning. I especially like not having a carafe as I find they don't keep the heat well, and are a pain to clean. The other great feature is the ability to program the ""keep warm"" time and know it will turn off if I forget. It is also nice to know I can make a full pot of coffee if I'm entertaining.",positive,local drive thru coffee stand close like alternative look programmable easy use coffee maker would make small amount bingo set night fresh hot coffee ready head door morning especially like carafe find keep heat well pain clean great feature ability program keep warm time know turn forget also nice know make full pot coffee entertaining
"July 26, 2016",Amanda Laurel,,Love how it's so easy to clean!!!!  No real complaints- only wonder what is best way to clean the lid part (I put a lot of grinds in the filter and it's enough to touch the top and leave wet grinds on lid part. I'm afraid to remove it in case I can't put it back). Other than that really you can't beat the price.,positive,love easy clean real complaint wonder best way clean lid part put lot grind filter enough touch top leave wet grind lid part afraid remove case put back really beat price
"August 20, 2018",Mary S.,,Makes good coffee.  I had one before and liked it too.,positive,make good coffee one like
"April 13, 2021",Sharon Oliveria,,"I searched & searched to find one like my old  one $200  this one is even better easier  to use, & clean I  LOVE IT !  (Oh &  so much easier on the budget )",positive,search search find one like old one 200 one even well easy use clean love oh much easy budget
"November 10, 2015",Suzi,One,Works well and is very convenient. I like not having a carafe. It also can take a taller mug.,positive,work well convenient like carafe also take taller mug
"December 29, 2017",Kathy A,,I love this coffee maker. It is so quite. The only thing that I don't like is the brightness of the clock. I have to put a towel over this coffee maker at night.,positive,love coffee maker quite thing like brightness clock put towel coffee maker night
"October 8, 2015",Terry,,Can only buy this online. Departnent stores have the display but never have any in stock. I love this coffee system - no carafes & no little packets to fill up the landfills,positive,buy online departnent store display never stock love coffee system carafe little packet fill landfill
"March 10, 2021",Liz,,Bella cafetera con hermoso diseño y fácil de usar,positive,bella cafetera con hermoso diseño fácil de usar
"March 6, 2016",Adam L.,,"Great coffeemaker, easy to clean and use. I use if everyday for single cup serving after tiring of the reusable k cups just don't give a good cup. Got it for $30, so pretty good overall value",positive,great coffeemaker easy clean use use everyday single cup serving tire reusable cup give good cup get 30 pretty good overall value
"February 17, 2017",Gerard J. Keim,,"Works extremely well! Good hot cup of coffee! The one negative could be when you are filling it with water, however not for us. We place the pot near to the sink and fill it to the desired amount with the water dispenser which stretches to just the right length into the pot to avoid any spillage.",positive,work extremely well good hot cup coffee one negative could fill water however u place pot near sink fill desired amount water dispenser stretch right length pot avoid spillage
"June 25, 2021",Betsy Rall,,"We like how this dispenses coffee. Improvements from the previous model include the ability to fill a travel mug, easier water filling and easier cleaning.",positive,like dispense coffee improvement previous model include ability fill travel mug easier water fill easy cleaning
"May 8, 2021",Amazon Customer,,Love this coffee pot! Its easy to use and program. Coffee stays hot for up to 4 hours (longer still after its off) but doesn't get bitter or burnt tasting.,positive,love coffee pot easy use program coffee stay hot hour longer still get bitter burnt tasting
"September 7, 2017",Alan Host,,I have been looking for this unit for a long time and it came as promised and works great !!,positive,look unit long time come promise work great
"May 21, 2021",Lynn,,Works great. will buy from them again,positive,work great buy
"July 10, 2011",nallen@seidata.com,,"I had an earlier model Brewstation that finally gave its all and was really my favorite coffee maker till I got this one.  I was a bit hesitant because of some of the reviews saying it was leaking down the back and that the coffee spilled because the nozzle was to far back.  Yes it can spill down the back....if you over fill it and the nozzle could be a bit more to the front but the poor reviews sound more like someone trying to get a free coffee maker than the reality of the best coffee maker out there today. On my farm the coffee pot runs 24 / 7 for 365 days a year.  This works and is the one to buy!  No down side just good easy to pour, always hot, good coffee.",positive,early model brewstation finally give really favorite coffee maker till get one bit hesitant review say leak back coffee spill nozzle far back yes spill back fill nozzle could bit front poor review sound like someone try get free coffee maker reality best coffee maker today farm coffee pot run 24 365 day year work one buy side good easy pour always hot good coffee
"April 13, 2016",Michelle,,This coffee maker is easy to use and clean. It's absolutely perfect. I love that I can have a cup of coffee without waiting for the whole thing to brew. I also love that I'm not creating a bunch of waste with those little cups. :),positive,coffee maker easy use clean absolutely perfect love cup coffee without wait whole thing brew also love create bunch waste little cup
"June 10, 2016",Jessica H,,Pretty sweet little coffee maker. I can't tell you how many coffee pots I've broken; it's nice that this one isn't glass and pretty simple to use.,positive,pretty sweet little coffee maker tell many coffee pot broken nice one glass pretty simple use
"March 26, 2016",BILLY.BUMBLER,,"MAKES THE BEST COFFEE... NICE AND HOT... IF YOU LIKE THE COFFEE THAT RESTAURANTS SERVE, BOLD AND HOT... YOU R GONNA LOVE THIS COFFEE MAKER..",positive,make best coffee nice hot like coffee restaurant serve bold hot gonna love coffee maker
"December 19, 2011",coffeemaster,,"I ordered this item (HB48465) 3 weeks ago.  It replaced another Hamilton Beach coffee maker that was 5 years old (and still working fine).  It is super quiet.  All the features work well and the parts fit together easily.  It looks nice. It dispenses coffee with ease (unlike previous reviews have stated).  It would be nice if there was a light at the dispenser, but there's nothing that would keep it from 5/5 stars.  Best of all, the coffee taste great.  It works well having the coffee staying inside the maker until needed. And if you want a more robust cup o' joe, you can press the brew strength button for BOLD before brewing.  The standard paper cup filters work great.  EXCELLENT - Cincinnati, OH",positive,order item hb48465 week ago replace another hamilton beach coffee maker year old still work fine super quiet feature work well part fit together easily look nice dispense coffee ease unlike previous review state would nice light dispenser nothing would keep star best coffee taste great work well coffee stay inside maker need want robust cup joe press brew strength button bold brew standard paper cup filter work great excellent cincinnati oh
"July 16, 2013",Ann Gibson,,"I love not having a glass pot, but don't like the bulkiness and difficult to clean reservoir and the programming area blocks the view of your cup when it's filling so you have to move your head to a wierd angle just to make sure you don't overfill your cup. Other than that, I really like it.",positive,love glass pot like bulkiness difficult clean reservoir programming area block view cup fill move head wierd angle make sure overfill cup really like
"January 18, 2014",Jeff G,,"Easy to fill and clean.  The container that holds the coffee seems to be well made and sturdy.  The buttons seem to wiggle the display board when you press them, making me wonder how well it is mounted.  The height with the lid open is quite tall - might be difficult to keep under a cabinet. Love the fact that there is no glass container to break - which I seem to have no problem doing once or twice a year. Overall, well made and worth the price.",positive,easy fill clean container hold coffee seem well make sturdy button seem wiggle display board press make wonder well mount height lid open quite tall might difficult keep cabinet love fact glass container break seem problem twice year overall well make worth price
"May 13, 2020",Gem,,Definitely money well spent,positive,definitely money well spend
"February 18, 2017",Chris D.,,"I have now bought three of these over the years and can't imagine going back to a traditional coffee maker.  For what it's worth, mine are lasting 18-24 months.",positive,buy three year imagine go back traditional coffee maker worth mine last 18 24 month
"January 4, 2013",tami connor,,I had an older model that died and so decided to go with the same brand as I really liked the old one. This model is even better. I love the fact that the dispenser is higher so you can fill a tall travel mug. I also like that I can make 12 cups instead of 10. This is worth every penny you pay for it!,positive,old model die decide go brand really like old one model even well love fact dispenser high fill tall travel mug also like make 12 cup instead 10 worth every penny pay
"November 5, 2015",Sue,,Works very well. Coffee tastes awesome. Love to set the timer and awaken to the smell of coffee. Can set strength you desire. Stays warm and tastes good for a few hours without the scorched taste of sitting on a warming plate.,positive,work well coffee taste awesome love set timer awaken smell coffee set strength desire stay warm taste good hour without scorched taste sit warm plate
"May 23, 2015",OZwife,,"2nd one purchased this year. use it in our RV. Best model yet. We have been buying these for 5 years, Old ones had history of leaking. This is great no leaks. Detachable water reservoir makes filling easier",positive,2nd one purchase year use rv best model yet buy year old one history leak great leak detachable water reservoir make fill easy
"July 7, 2019",Susan Colby,,Hamilton Beach made improvements to this model.,positive,hamilton beach make improvement model
"November 2, 2019",Paula,,This is my 3rd purchase of this coffee maker.  Not sure I could ever go back to a carafe version.,positive,3rd purchase coffee maker sure could ever go back carafe version
"March 12, 2019",Robyn Miranda,,Really like this coffee maker. We had a Keurig but when you have a family of coffee drinkers one cup at a time is not enough. Real easy to use and clean.,positive,really like coffee maker keurig family coffee drinker one cup time enough real easy use clean
"August 19, 2020",turtle,,Replaced a kuerig with this machine. Great to get back to the basics. So it takes a little extra time but the taste is impeccable.,positive,replace kuerig machine great get back basic take little extra time taste impeccable
"July 26, 2019",Amazon Customer,,Coffee can stay on the warmer without getting that old coffee taste! This is my second one. The 1st lasted at least 8 years,positive,coffee stay warmer without get old coffee taste second one 1st last least year
"April 29, 2020",Franklin B.,,"works very well, just what I needed",positive,work well need
"March 13, 2016",jonbo223,,"Love this coffee maker, it makes the great tasting coffee. I prefer the bold setting. I paired it with 80675 permanent filter.",positive,love coffee maker make great tasting coffee prefer bold setting pair 80675 permanent filter
"January 4, 2020",Jeanette Commagere,,"When one brewed cup at a time is too slow, but you like the ability to keep your coffee hot and served one cup at a time.  This is awesome",positive,one brew cup time slow like ability keep coffee hot serve one cup time awesome
"May 23, 2020",Teighlor Lonning,,"Ahh I love it! I NEVER have grounds in my coffee! Filter, water tank and heater element/coffee storage comes out for easy clening!!!",positive,ahh love never ground coffee filter water tank heater element coffee storage come easy clening
"February 20, 2014",byrdcrest,One,"I love not having a coffee pot to wash.  Plus, glass carafes easily break on the granite counter tops, and then you have to go crazy trying to locate a new glass carafe, which cost you $25-30.",positive,love coffee pot wash plus glass carafe easily break granite counter top go crazy try locate new glass carafe cost 25 30
"June 20, 2016",Ann G,One,"This replaced an earlier model which we wore out! This makes great coffee, and keeps it hot without burning it. It does a great job making just a few cups as well.",positive,replace early model wear make great coffee keep hot without burn great job making cup well
"April 9, 2016",Jeffrey Kiebler,,"We love this coffee maker.  It is everything that was advertised.  It is easy to clean and fill.  Overall, a really good product as far as design.  Others have complained that it moves around on the counter.  We notice just a little bit of movement on our granite, but not enough to cause any issues at all.",positive,love coffee maker everything advertise easy clean fill overall really good product far design others complain move around counter notice little bit movement granite enough cause issue
"August 10, 2016",JWMarriott,One,Bigger than I expected takes you a lot of counter space . Future brew time setting option saves me so much time and money in the morning.,positive,big expect take lot counter space future brew time set option save much time money morning
"April 12, 2021",Lisa C.,,"Easy to use and clean. Makes great tasting, hot coffee. Smaller counter footprint.",positive,easy use clean make great taste hot coffee small counter footprint
"December 5, 2016",Amazon Customer,,"Works well, keeps coffee hot for 4 hours.  I was a little disappointed in overall construction.  Expected more metal than thin plastic.  Just feels and looks a little cheap.  If you can get past that you'll be pleased with performance.",positive,work well keep coffee hot hour little disappointed overall construction expect metal thin plastic feel look little cheap get past please performance
"January 17, 2017",Teresa,,Great design.  Love the pot. Temp was only 142 degrees.  If that's hot enough for you I would most assured use it.  I ended up giving it to a friend.  Love the concept though,positive,great design love pot temp 142 degree hot enough would assured use end give friend love concept though
"December 18, 2018",Jennifer Mealy,,Easy to use and to clean. Adequate settings to keep coffee warm and to brew a pot of coffee.,positive,easy use clean adequate setting keep coffee warm brew pot coffee
"January 20, 2019",Jessica & Nick Teny,,"We bought this coffee pot 4 years ago. It has been great. The dispenser is slowing down and clogging up, but after four years of working efficiently, it’s to be expected. I love that it stays on for 4 hours. I would definitely recommend this coffee pot.",positive,buy coffee pot year ago great dispenser slow clog four year work efficiently expect love stay hour would definitely recommend coffee pot
"July 8, 2016",nancy edwards,One,Replacement for old coffee pot it is absolutely great make the best coffee never leaves a bad taste even when it is on for hours you can set the Timer for the number of hours you want it to stay,positive,replacement old coffee pot absolutely great make best coffee never leave bad taste even hour set timer number hour want stay
"June 13, 2019",Nancy M.,,This coffee maker is super easy to use.  It keeps coffee warm and fresh much longer than any other pot we have had.  Very easy to clean!,positive,coffee maker super easy use keep coffee warm fresh much longer pot easy clean
"October 17, 2017",Richardson,,I bought this to replace my old one just like it.  (wore that one out)  It works great!!,positive,buy replace old one like wear one work great
"February 7, 2016",Steve,,i've used this caffeine delivery system for about two years and i am well pleased. my only objection is that it doesn't come with an intravenous attachment.,positive,use caffeine delivery system two year well pleased objection come intravenous attachment
"May 13, 2017",R. Cameron,,We are Hamilton Beach consumers.  This is a replacement one.  It is great.,positive,hamilton beach consumer replacement one great
"July 27, 2018",Rodney W.,,"This is really nice, clean, and simple to use. It is just so much neater and cleaner!",positive,really nice clean simple use much neater cleaner
"December 27, 2016",Carri Thorpe,One,Don't think I'll buy a coffee pot again!,positive,think buy coffee pot
"December 27, 2015",Mark in FL,,This is my second Hamilton Beach 12 Cup brewer. I had the other for several years. For me these are the gold standard of coffee makers. As long as they make them - this will be my coffee maker.,positive,second hamilton beach 12 cup brewer several year gold standard coffee maker long make coffee maker
"February 24, 2018",Smiling Amazonian,,"It is safe for the elderly, without a glass carafe. I also love the huge container with an option to make ice-cold coffee. Detachable water container that can be easily washed, is an added bonus.",positive,safe elderly without glass carafe also love huge container option make ice cold coffee detachable water container easily wash added bonus
"June 7, 2019",Amazon Customer,,Really love this coffee maker.  Usually like a pot but this is like having a commercial maker in my kitchen and keeps coffee hot and fresh for 4 hours.  I have k-cup too but I like this better for topping off my cup.,positive,really love coffee maker usually like pot like commercial maker kitchen keep coffee hot fresh hour cup like good top cup
"February 13, 2020",Bela,,"great pot of coffee, can even make ice brew",positive,great pot coffee even make ice brew
"January 16, 2020",Kim Wilson,,I bought this coffee maker for our RV. I love it!! I will be buying another one for my house.,positive,buy coffee maker rv love buy another one house
"January 6, 2020",Amazon Customer,,I had to buy a new one as I had the previous one so long.  Love it!,positive,buy new one previous one long love
"October 18, 2014",Karl,,"Second one we bought.  Used every day.  Keeps coffee hot without burning it. This model is an improvement on the previous ones with several features such as 2 clear windows into the pot, better electronics, and fill graduations so I can use a spray nozzle to fill it to the amount I want.",positive,second one buy use every day keep coffee hot without burn model improvement previous one several feature clear window pot well electronics fill graduation use spray nozzle fill amount want
"January 26, 2020",Jaime Schafer,,My only complaint is that the coffee isn't very hot.  If day like warm at best so I'm disappointed for that reason.,positive,complaint coffee hot day like warm best disappointed reason
"October 10, 2019",MLS Andrews,,"It makes it so much easier because I don't have to lift the carafe, just hold the cup against the bar. Great for seniors, especially for those of us who have arthritis.",positive,make much easy lift carafe hold cup bar great senior especially u arthritis
"February 27, 2019",Mary Thompson,,There is nothing I dislike about this coffee pot!,positive,nothing dislike coffee pot
"May 28, 2015",Justin81,,"I have owned two previous models of this coffee maker and I am just as pleased with this one. It preforms as expected and is easy to use.  However, I did notice this model does not use a water filter like the older models.",positive,own two previous model coffee maker pleased one preform expect easy use however notice model use water filter like old model
"January 16, 2016",Vince,4,I bought this coffee maker about 6 months ago. I've used it fairly regularly (everyday to every other) and have had no problems with it. I needed a coffee maker with an internal heat source due to my living situation. If you are brewing twelve cups the coffee may take around 6 - 10 minutes to brew all the way through. This coffee maker also has a 1-4 cup setting to keep a good flavor rather than diluted. The machine is easy to deep clean in terms of taking it apart and running vinegar through the machine. Overall the machine is great and I have recommended it/ gave it as a present. It has met my expectations with capacity and temperature. I hope this review has helped!,positive,buy coffee maker month ago use fairly regularly everyday every problem need coffee maker internal heat source due living situation brew twelve cup coffee may take around 10 minute brew way coffee maker also cup set keep good flavor rather dilute machine easy deep clean term take apart run vinegar machine overall machine great recommend give present meet expectation capacity temperature hope review help
"December 6, 2019",Wanda Wilson,,I love this coffee maker. It keeps my coffee hot for 4 hours and it still tastes great!,positive,love coffee maker keep coffee hot hour still taste great
"April 23, 2020",Bethany,,Way better flavor than the pot I had. Love the options and easy to use. My grandpa figured it out by himself and he uses a flip phone,positive,way well flavor pot love option easy use grandpa figure use flip phone
"January 3, 2019",Jess,,I LOVE THIS!!! Having a coffee dispenser is wonderful for me.,positive,love coffee dispenser wonderful
"May 11, 2020",Jennifer D.,,Absolutely a great coffee maker.  Keeps coffee HOT HOT for four hours,positive,absolutely great coffee maker keep coffee hot hot four hour
"December 20, 2019",Lucille Cameron,,I drink coffee throughout the day and this kind ofcoffee maker (without the carafe) keeps my coffee hot and is just as fresh to drink the next day.,positive,drink coffee throughout day kind ofcoffee maker without carafe keep coffee hot fresh drink next day
"March 20, 2018",Taterbug,,"Worked better than expected, I use it to make coffee, tea, heat water for instant soups & hot chocolate packets",positive,work good expect use make coffee tea heat water instant soup hot chocolate packet
"May 29, 2018",Bruce,,This is our third one in 12 years. We've broken off and tried others but end up coming back for it's convenience .,positive,third one 12 year break tried others end come back convenience
"April 12, 2017",tommyp,,Takes a little to get comfortable with it but it works well and seems to be good quality.,positive,take little get comfortable work well seem good quality
"May 16, 2015",Lany Sullivan,,"I was looking at a more expensive brand with the same functions, but decided to try out this one. I love it. Easy to use, easy to program and easy to clean.",positive,look expensive brand function decide try one love easy use easy program easy clean
"November 3, 2019",Robert M. Carlo,,I brew coffee 4 to 6 hrs almost everyday..... This is my second Hamilton Beach (just got it) and expect as many years of use as the last one.,positive,brew coffee hrs almost everyday second hamilton beach get expect many year use last one
"December 29, 2020",Bridgett,,We have had this since 2017 and no problems with leaking like we did with an expensive Cuisinart drip machine. Keeps it hot and brews fast for us.,positive,since 2017 problem leak like expensive cuisinart drip machine keep hot brew fast u
"February 6, 2016",Linda R. Mathon,,"Outstanding. Compared to my ridiculously priced Cuisinart, this baby runs circles around the nuisance of the Cuisinart.",positive,outstanding compare ridiculously price cuisinart baby run circle around nuisance cuisinart
"August 26, 2014",P. Roberts,,"The only reason this coffee station did not get 5 stars, is the amount of noise this machine makes as long as it is turned on.  I don't like hearing the heater running the whole time.  Needs a muffler.  I am not a morning person.",positive,reason coffee station get star amount noise machine make long turn like hear heater run whole time need muffler morning person
"August 12, 2020",Safari Larry,,push buttom for dispensing coffee is bad. 4th day it broke. Really need LED light to see coffee as it is dispensed.,positive,push buttom dispense coffee bad 4th day break really need lead light see coffee dispense
"September 15, 2011",derrydeb,5,"I got my Brewstation today.  It's so easy to use and the coffee is delicious.  I don't understand why some people can't dispense their coffee without spills.  I tried different types of cups and had no problems dispensing the coffee.  I also find that when I use the Bold setting I don't need to use as much coffee as I did with my old coffee pot to get a good strong pot of delicious coffee. I would have given 5 stars if it came with the permanent filter and scoop, but I'll get by without them.  There's no way I'm spending 11 dollars for a permanent coffee filter.",positive,get brewstation today easy use coffee delicious understand people dispense coffee without spill try different type cup problem dispense coffee also find use bold setting need use much coffee old coffee pot get good strong pot delicious coffee would give star come permanent filter scoop get without way spend 11 dollar permanent coffee filter
"January 20, 2019",Ken R,,"Everything is good, there was a piece of strapping that have WIFE a hard time till she looked at cleaning instructions.",positive,everything good piece strap wife hard time till look cleaning instruction
"January 26, 2018",Val Fox,,WoW! Great cup of coffee and cheap too!!!,positive,wow great cup coffee cheap
"July 7, 2019",Amanda B. Kinniburgh,,"Easy to use- settings for brew time, etc. Exactly what I was looking for. Stays piping hot for as long as you desire.",positive,easy use setting brew time etc exactly look stay pip hot long desire
"January 20, 2020",Erin,,Very easy to use and clean out. Keeps coffee warm but automatically turns off after set amount of time. Love it!,positive,easy use clean keep coffee warm automatically turn set amount time love
"July 12, 2016",Willie D,One,"This is our 2nd Brewstation and are very happy with it.  Our previous one lasted over 5 years and probably due to daily use over that time, a plastic piece in the dispensing area broke.  It was more cost effective to purchase a new one.",positive,2nd brewstation happy previous one last year probably due daily use time plastic piece dispense area break cost effective purchase new one
"November 6, 2011",Furbaby Dad,,"Purchased this as a supplement to my daily user the Hamilton Beach 4 cup brewer. On weekends more people are in the house and it's nice having a larger coffee brewer. It's just like the smaller one, only larger. Both are excellent coffee brewers and other brands just don't compare, period.",positive,purchase supplement daily user hamilton beach cup brewer weekend people house nice large coffee brewer like small one large excellent coffee brewer brand compare period
"May 26, 2019",John R. Marshall,,This is my third unit over the years. I like the new changes made to the coffee maker. I would highly recommend it.,positive,third unit year like new change make coffee maker would highly recommend
"November 2, 2015",G. Gould,,There is usually only 1 coffee drinker in the house.  I refuse to buy the kind of maker with the little individual packs.  So much unnecessary garbage.  This product is perfect for me and when I get company I can make a full pot.,positive,usually coffee drinker house refuse buy kind maker little individual pack much unnecessary garbage product perfect get company make full pot
